case_id,activity_id,time_stamp,product_id
275,0,2023-09-24 10:16:36,275
276,0,2023-09-24 10:16:46,276
277,0,2023-09-24 10:16:56,277
278,0,2023-09-24 10:17:06,278
279,0,2023-09-24 10:17:16,279
280,0,2023-09-24 10:17:26,280
281,0,2023-09-24 10:17:36,281
282,0,2023-09-24 10:17:46,282
283,0,2023-09-24 10:17:56,283
284,0,2023-09-24 10:18:06,284
285,0,2023-09-24 10:18:16,285
286,0,2023-09-24 10:18:26,286
287,0,2023-09-24 10:18:36,287
288,0,2023-09-24 10:18:46,288
289,0,2023-09-24 10:18:56,289
290,0,2023-09-24 10:19:06,290
291,0,2023-09-24 10:19:16,291
292,0,2023-09-24 10:19:26,292
293,0,2023-09-24 10:19:36,293
294,0,2023-09-24 10:19:46,294
295,0,2023-09-24 10:19:56,295
296,0,2023-09-24 10:20:06,296
297,0,2023-09-24 10:20:16,297
298,0,2023-09-24 10:20:26,298
0,1,2023-09-24 09:31:26,0
1,1,2023-09-24 09:32:06,1
2,1,2023-09-24 09:32:46,2
3,1,2023-09-24 09:33:26,3
4,1,2023-09-24 09:34:06,4
5,1,2023-09-24 09:34:46,5
6,1,2023-09-24 09:35:26,6
7,1,2023-09-24 09:36:06,7
8,1,2023-09-24 09:36:46,8
9,1,2023-09-24 09:37:26,9
10,1,2023-09-24 09:38:06,10
11,1,2023-09-24 09:38:46,11
12,1,2023-09-24 09:39:26,12
13,1,2023-09-24 09:40:06,13
14,1,2023-09-24 09:40:46,14
15,1,2023-09-24 09:41:26,15
16,1,2023-09-24 09:42:06,16
17,1,2023-09-24 09:42:46,17
18,1,2023-09-24 09:43:26,18
19,1,2023-09-24 09:44:06,19
20,1,2023-09-24 09:44:46,20
21,1,2023-09-24 09:45:26,21
22,1,2023-09-24 09:46:06,22
23,1,2023-09-24 09:46:46,23
24,1,2023-09-24 09:47:26,24
25,1,2023-09-24 09:48:06,25
26,1,2023-09-24 09:48:46,26
27,1,2023-09-24 09:49:26,27
28,1,2023-09-24 09:50:06,28
29,1,2023-09-24 09:50:46,29
30,1,2023-09-24 09:51:26,30
31,1,2023-09-24 09:52:06,31
32,1,2023-09-24 09:52:46,32
33,1,2023-09-24 09:53:26,33
34,1,2023-09-24 09:54:06,34
35,1,2023-09-24 09:54:46,35
36,1,2023-09-24 09:55:26,36
37,1,2023-09-24 09:56:06,37
38,1,2023-09-24 09:56:46,38
39,1,2023-09-24 09:57:26,39
40,1,2023-09-24 09:58:06,40
41,1,2023-09-24 09:58:46,41
42,1,2023-09-24 09:59:26,42
43,1,2023-09-24 10:00:06,43
44,1,2023-09-24 10:00:46,44
45,1,2023-09-24 10:01:26,45
46,1,2023-09-24 10:02:06,46
47,1,2023-09-24 10:02:46,47
48,1,2023-09-24 10:03:26,48
49,1,2023-09-24 10:04:06,49
50,1,2023-09-24 10:04:46,50
51,1,2023-09-24 10:05:26,51
52,1,2023-09-24 10:06:06,52
53,1,2023-09-24 10:06:46,53
54,1,2023-09-24 10:07:26,54
55,1,2023-09-24 10:08:06,55
56,1,2023-09-24 10:08:46,56
57,1,2023-09-24 10:09:26,57
58,1,2023-09-24 10:10:06,58
59,1,2023-09-24 10:10:46,59
60,1,2023-09-24 10:11:26,60
61,1,2023-09-24 10:12:06,61
62,1,2023-09-24 10:12:46,62
63,1,2023-09-24 10:13:26,63
64,1,2023-09-24 10:14:06,64
65,1,2023-09-24 10:14:46,65
66,1,2023-09-24 10:15:26,66
67,1,2023-09-24 10:16:06,67
68,1,2023-09-24 10:16:46,68
69,1,2023-09-24 10:17:26,69
70,1,2023-09-24 10:18:06,70
71,1,2023-09-24 10:18:46,71
72,1,2023-09-24 10:19:26,72
73,1,2023-09-24 10:20:06,73
